api,family,method,http,path,operation_id,mutating,paging,deprecated,media_download,media_upload,scopes,narrowest_scope,summary
gmail,users.settings.delegates,get,GET,gmail/v1/users/{userId}/settings/delegates/{delegateEmail},gmail.users.settings.delegates.get,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Gets the specified delegate. For more information, see [Manage delegates](https://developers.google.com/workspace/gmail/api/guides/delegate_settings). A delegate user must be referred to by their primary email address, and not an email alias. This method is only available to service account clients "
gmail,users.settings.delegates,list,GET,gmail/v1/users/{userId}/settings/delegates,gmail.users.settings.delegates.list,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Lists the delegates for the specified account. For more information, see [Manage delegates](https://developers.google.com/workspace/gmail/api/guides/delegate_settings). This method is only available to service account clients that have been delegated domain-wide authority."
gmail,users.settings.filters,create,POST,gmail/v1/users/{userId}/settings/filters,gmail.users.settings.filters.create,yes,,,,,gmail.settings.basic,https://www.googleapis.com/auth/gmail.settings.basic,"Creates a filter. Note: you can only create a maximum of 1,000 filters. For more information, see [Manage Gmail filters](https://developers.google.com/workspace/gmail/api/guides/filter_settings)."
gmail,users.settings.filters,delete,DELETE,gmail/v1/users/{userId}/settings/filters/{id},gmail.users.settings.filters.delete,yes,,,,,gmail.settings.basic,https://www.googleapis.com/auth/gmail.settings.basic,"Immediately and permanently deletes the specified filter. For more information, see [Manage Gmail filters](https://developers.google.com/workspace/gmail/api/guides/filter_settings)."
gmail,users.settings.filters,get,GET,gmail/v1/users/{userId}/settings/filters/{id},gmail.users.settings.filters.get,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Gets a filter. For more information, see [Manage Gmail filters](https://developers.google.com/workspace/gmail/api/guides/filter_settings)."
gmail,users.settings.filters,list,GET,gmail/v1/users/{userId}/settings/filters,gmail.users.settings.filters.list,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Lists the message filters of a Gmail user. For more information, see [Manage Gmail filters](https://developers.google.com/workspace/gmail/api/guides/filter_settings)."
gmail,users.settings.forwardingAddresses,create,POST,gmail/v1/users/{userId}/settings/forwardingAddresses,gmail.users.settings.forwardingAddresses.create,yes,,,,,gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.sharing,"Creates a forwarding address. If ownership verification is required, a message will be sent to the recipient and the resource's verification status will be set to `pending`; otherwise, the resource will be created with verification status set to `accepted`. For more information, see [Manage email fo"
gmail,users.settings.forwardingAddresses,delete,DELETE,gmail/v1/users/{userId}/settings/forwardingAddresses/{forwardingEmail},gmail.users.settings.forwardingAddresses.delete,yes,,,,,gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.sharing,"Deletes the specified forwarding address and revokes any verification that may have been required. For more information, see [Manage email forwarding](https://developers.google.com/workspace/gmail/api/guides/forwarding_settings). This method is only available to service account clients that have bee"
gmail,users.settings.forwardingAddresses,get,GET,gmail/v1/users/{userId}/settings/forwardingAddresses/{forwardingEmail},gmail.users.settings.forwardingAddresses.get,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Gets the specified forwarding address. For more information, see [Manage email forwarding](https://developers.google.com/workspace/gmail/api/guides/forwarding_settings)."
gmail,users.settings.forwardingAddresses,list,GET,gmail/v1/users/{userId}/settings/forwardingAddresses,gmail.users.settings.forwardingAddresses.list,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Lists the forwarding addresses for the specified account. For more information, see [Manage email forwarding](https://developers.google.com/workspace/gmail/api/guides/forwarding_settings)."
gmail,users.settings.sendAs,create,POST,gmail/v1/users/{userId}/settings/sendAs,gmail.users.settings.sendAs.create,yes,,,,,gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.sharing,"Creates a custom ""from"" send-as alias. If an SMTP MSA is specified, Gmail will attempt to connect to the SMTP service to validate the configuration before creating the alias. If ownership verification is required for the alias, a message will be sent to the email address and the resource's verificat"
gmail,users.settings.sendAs,delete,DELETE,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail},gmail.users.settings.sendAs.delete,yes,,,,,gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.sharing,"Deletes the specified send-as alias. Revokes any verification that may have been required for using it. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/alias_and_signature_settings). This method is only available t"
gmail,users.settings.sendAs,get,GET,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail},gmail.users.settings.sendAs.get,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Gets the specified send-as alias. Fails with an HTTP 404 error if the specified address is not a member of the collection. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/alias_and_signature_settings)."
gmail,users.settings.sendAs,list,GET,gmail/v1/users/{userId}/settings/sendAs,gmail.users.settings.sendAs.list,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic,https://www.googleapis.com/auth/gmail.readonly,"Lists the send-as aliases for the specified account. The result includes the primary send-as address associated with the account as well as any custom ""from"" aliases. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides"
gmail,users.settings.sendAs,patch,PATCH,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail},gmail.users.settings.sendAs.patch,yes,,,,,gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.basic,"Patch the specified send-as alias. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/alias_and_signature_settings)."
gmail,users.settings.sendAs,update,PUT,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail},gmail.users.settings.sendAs.update,yes,,,,,gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.basic,"Updates a send-as alias. If a signature is provided, Gmail will sanitize the HTML before saving it with the alias. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/alias_and_signature_settings). Addresses other than"
gmail,users.settings.sendAs,verify,POST,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/verify,gmail.users.settings.sendAs.verify,yes,,,,,gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.sharing,"Sends a verification email to the specified send-as alias address. The verification status must be `pending`. For more information, see [Manage aliases and signatures with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/alias_and_signature_settings). This method is only avail"
gmail,users.settings.sendAs.smimeInfo,delete,DELETE,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/smimeInfo/{id},gmail.users.settings.sendAs.smimeInfo.delete,yes,,,,,gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.basic,"Deletes the specified S/MIME config for the specified send-as alias. For more information, see [Manage S/MIME certificates with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/smime_certs)."
gmail,users.settings.sendAs.smimeInfo,get,GET,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/smimeInfo/{id},gmail.users.settings.sendAs.smimeInfo.get,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.readonly,"Gets the specified S/MIME config for the specified send-as alias. For more information, see [Manage S/MIME certificates with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/smime_certs)."
gmail,users.settings.sendAs.smimeInfo,insert,POST,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/smimeInfo,gmail.users.settings.sendAs.smimeInfo.insert,yes,,,,,gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.basic,"Insert (upload) the given S/MIME config for the specified send-as alias. Note that `pkcs12` format is required for the key. For more information, see [Manage S/MIME certificates with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/smime_certs)."
gmail,users.settings.sendAs.smimeInfo,list,GET,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/smimeInfo,gmail.users.settings.sendAs.smimeInfo.list,,,,,,https://mail.google.com/ gmail.modify gmail.readonly gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.readonly,"Lists S/MIME configs for the specified send-as alias. For more information, see [Manage S/MIME certificates with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/smime_certs)."
gmail,users.settings.sendAs.smimeInfo,setDefault,POST,gmail/v1/users/{userId}/settings/sendAs/{sendAsEmail}/smimeInfo/{id}/setDefault,gmail.users.settings.sendAs.smimeInfo.setDefault,yes,,,,,gmail.settings.basic gmail.settings.sharing,https://www.googleapis.com/auth/gmail.settings.basic,"Sets the default S/MIME config for the specified send-as alias. For more information, see [Manage S/MIME certificates with the Gmail API](https://developers.google.com/workspace/gmail/api/guides/smime_certs)."
gmail,users.threads,delete,DELETE,gmail/v1/users/{userId}/threads/{id},gmail.users.threads.delete,yes,,,,,https://mail.google.com/,https://mail.google.com/,"Immediately and permanently deletes the specified thread. Any messages that belong to the thread are also deleted. This operation cannot be undone. Prefer `threads.trash` instead. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
gmail,users.threads,get,GET,gmail/v1/users/{userId}/threads/{id},gmail.users.threads.get,,,,,,https://mail.google.com/ gmail.addons.current.message.action gmail.addons.current.message.metadata gmail.addons.current.message.readonly gmail.metadata gmail.modify gmail.readonly,https://www.googleapis.com/auth/gmail.metadata,"Gets the specified thread. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
gmail,users.threads,list,GET,gmail/v1/users/{userId}/threads,gmail.users.threads.list,,cursor,,,,https://mail.google.com/ gmail.metadata gmail.modify gmail.readonly,https://www.googleapis.com/auth/gmail.metadata,"Lists the threads in the user's mailbox. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
gmail,users.threads,modify,POST,gmail/v1/users/{userId}/threads/{id}/modify,gmail.users.threads.modify,yes,,,,,https://mail.google.com/ gmail.modify,https://www.googleapis.com/auth/gmail.modify,"Modifies the labels applied to the thread. This applies to all messages in the thread. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
gmail,users.threads,trash,POST,gmail/v1/users/{userId}/threads/{id}/trash,gmail.users.threads.trash,yes,,,,,https://mail.google.com/ gmail.modify,https://www.googleapis.com/auth/gmail.modify,"Moves the specified thread to the trash. Any messages that belong to the thread are also moved to the trash. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
gmail,users.threads,untrash,POST,gmail/v1/users/{userId}/threads/{id}/untrash,gmail.users.threads.untrash,yes,,,,,https://mail.google.com/ gmail.modify,https://www.googleapis.com/auth/gmail.modify,"Removes the specified thread from the trash. Any messages that belong to the thread are also removed from the trash. For more information, see [Manage threads](https://developers.google.com/workspace/gmail/api/guides/threads)."
